Transaction_ID,amount,user_id,device,label,time_of_day,transaction_frequency
83,500.46939013992596,21,tablet,0,afternoon,15
84,744.046302027655,16,mobile,1,afternoon,6
85,577.4193407648148,45,desktop,0,night,3
86,997.7156897646048,18,tablet,0,evening,5
87,754.8790888384344,47,desktop,0,morning,6
88,709.9106566310245,24,tablet,0,afternoon,16
89,780.7862196602435,26,mobile,0,morning,4
90,151.69670569298492,25,tablet,0,night,16
91,212.49914723776865,45,desktop,0,afternoon,3
92,716.923441401378,41,mobile,0,night,19
93,499.04167225955405,29,tablet,0,evening,2
94,757.0889389415154,15,tablet,0,night,13
95,111.88687043670356,45,tablet,0,night,3
96,541.1165379697488,1,desktop,0,evening,3
97,385.0333499013465,25,desktop,0,morning,16
98,462.4302170888615,7,tablet,0,evening,8
99,607.9182933517874,9,mobile,0,evening,7
100,507.26546398790487,24,mobile,0,night,16
101,544.4620307417083,1,desktop,1,morning,3
102,491.4939071756517,44,mobile,0,afternoon,16
103,414.8656253146383,8,desktop,0,evening,17
104,774.1631607922626,24,tablet,0,morning,16
105,22.08104159486407,11,desktop,0,evening,18
106,602.4582741931747,17,desktop,0,evening,14
107,569.853263849744,8,tablet,0,evening,17
108,719.0172839856226,35,mobile,0,evening,7
109,603.0390711295532,35,desktop,0,night,7
110,828.5308395309876,33,desktop,0,morning,11
111,959.4840466183875,5,tablet,0,morning,16
112,349.099014606758,42,mobile,0,morning,7
113,235.07747319968715,39,desktop,0,evening,7
114,429.36089379627805,41,tablet,0,night,19
115,295.05032031096886,28,desktop,1,evening,13
116,618.8007605211279,7,tablet,0,evening,8
117,912.7338847545351,9,mobile,0,morning,7
118,147.72503220163125,8,mobile,0,evening,17
119,109.78665698572763,12,mobile,0,afternoon,1
120,263.4553765351256,34,mobile,0,evening,9
121,728.8346302017768,33,desktop,0,afternoon,11
122,597.0332762062334,48,desktop,0,evening,18
123,111.1905375829476,23,mobile,0,night,8
124,919.563017038139,24,mobile,0,night,16
125,792.1837907528459,37,mobile,0,morning,2
126,32.79237873976113,35,desktop,0,evening,7
127,654.8535388783637,44,mobile,0,afternoon,16
128,773.5342018345406,40,mobile,1,afternoon,12
129,380.6910160232178,22,mobile,1,evening,4
130,78.2323239735466,27,tablet,0,afternoon,13
131,86.54785483389938,35,mobile,0,night,7
132,113.2044963912914,1,tablet,0,afternoon,3
133,842.0352356606187,35,tablet,0,morning,7
134,911.579336273156,37,mobile,0,night,2
135,131.58267402727645,47,tablet,0,night,6
136,243.5469742491304,14,mobile,0,night,4
137,173.86530526361688,3,desktop,0,evening,4
138,194.4576706991795,1,desktop,0,evening,3
139,839.1158811124672,5,desktop,0,night,16
140,338.82494852838954,26,desktop,1,evening,4
141,318.32982140518476,14,tablet,0,afternoon,4
142,235.1216646683415,39,mobile,0,evening,7
143,611.8154498563161,27,mobile,0,evening,13
144,385.5126414016934,9,mobile,0,night,7
145,746.8071553248559,15,desktop,0,morning,13
146,213.52401029188113,15,desktop,0,morning,13
147,789.9119898273475,26,mobile,0,morning,4
148,607.6843164128376,42,desktop,0,afternoon,7
149,123.12462705513087,13,mobile,0,evening,3
150,420.3595383615914,32,mobile,1,morning,15
151,864.8829592068274,39,mobile,0,night,7
152,923.7306294805,49,mobile,0,morning,18
153,471.04312109562505,32,mobile,0,morning,15
154,486.0286083081828,4,mobile,0,evening,3
155,919.2701776899081,30,mobile,0,evening,3
156,591.1975418952015,37,desktop,0,evening,2
157,42.51820354100396,23,mobile,0,afternoon,8
158,913.6219682503375,39,mobile,0,afternoon,7
159,255.74417832958036,45,desktop,1,morning,3
160,581.8556345506317,15,desktop,0,evening,13
161,173.85818425369408,43,desktop,0,morning,10
162,43.54036864412904,29,mobile,0,night,2
163,318.3584394214298,36,tablet,1,night,13
164,782.6907504706268,13,tablet,0,evening,3
165,284.81130090312394,32,desktop,0,evening,15
166,227.89624194028607,7,tablet,0,night,8
167,220.553976497814,22,desktop,0,evening,4
168,520.0219455827445,28,mobile,0,afternoon,13
169,975.7859025259287,2,tablet,0,afternoon,19
170,464.3990981368429,42,mobile,0,evening,7
171,561.7323152011475,45,tablet,0,night,3
172,862.0256977118266,6,mobile,0,morning,12
173,539.719021744322,28,tablet,0,evening,13
174,192.61824270466752,28,mobile,1,evening,13
175,306.5999526488123,44,mobile,0,morning,16
176,316.8375570059248,44,tablet,1,evening,16
177,403.3449343030219,20,mobile,0,morning,15
178,432.5210162833819,30,mobile,0,night,3
179,801.7842018535267,11,mobile,0,afternoon,18
180,355.8931290588397,28,tablet,0,night,13
181,473.54951015696554,25,tablet,0,afternoon,16
182,628.7262271805417,39,mobile,0,morning,7
183,383.9486879657676,33,mobile,0,afternoon,11
184,838.1991651594095,1,tablet,1,night,3
185,591.5790681917335,27,tablet,0,afternoon,13
186,301.10423242876186,13,mobile,0,morning,3
187,716.91860779193,41,mobile,0,afternoon,19
188,532.371252843338,3,mobile,0,evening,4
189,539.1113323446745,39,desktop,0,night,7
190,486.2770689037101,6,tablet,0,evening,12
191,502.0418293330365,8,desktop,0,morning,17
192,767.7027182555782,27,tablet,0,afternoon,13
193,111.95166453800236,9,tablet,0,evening,7
194,341.01918319737734,37,tablet,0,evening,2
195,84.74833016585033,33,tablet,0,afternoon,11
196,755.7137585399763,42,tablet,0,afternoon,7
197,279.5788361730964,44,tablet,0,night,16
198,898.4561057206954,24,tablet,0,evening,16
199,531.3126819927008,15,desktop,0,evening,13
200,802.7422737712599,32,mobile,0,morning,15
201,979.1421212598016,32,mobile,0,night,15
202,841.3909708620049,24,desktop,0,morning,16
203,868.3238224114083,41,desktop,0,evening,19
204,413.90465041119626,49,desktop,0,morning,18
205,556.2053693067463,49,desktop,0,evening,18
206,261.34967840287123,12,tablet,0,evening,1
207,204.15196869651828,39,mobile,0,morning,7
208,510.45280031497344,2,tablet,0,morning,19
209,599.0984899034164,3,mobile,0,afternoon,4
210,345.87853343722907,49,mobile,0,afternoon,18
211,573.7490825858654,37,desktop,0,afternoon,2
212,888.5858776883679,49,tablet,0,evening,18
213,561.1543689355324,17,desktop,0,morning,14
214,723.6049653474015,49,tablet,0,night,18
215,807.261817684326,2,mobile,0,evening,19
216,988.8414941358883,2,desktop,0,night,19
217,607.1654281552098,28,desktop,0,morning,13
218,808.7816474729601,23,mobile,0,evening,8
219,963.0228253693259,37,mobile,0,night,2
220,944.9656283215007,32,mobile,0,night,15
221,149.67103028993643,33,desktop,0,afternoon,11
222,412.3283851907868,1,tablet,0,afternoon,3
223,330.7501604957316,19,desktop,0,afternoon,16
224,96.05576480084582,2,tablet,0,evening,19
225,636.908367161851,44,desktop,0,morning,16
226,738.5455670640423,26,desktop,0,morning,4
227,849.6468145122146,32,mobile,0,afternoon,15
228,131.54912076608142,6,tablet,0,afternoon,12
229,877.6796351165409,32,desktop,0,afternoon,15
230,646.4963079781107,4,desktop,0,night,3
231,706.9066737871243,11,mobile,0,afternoon,18
232,911.5177635049009,17,mobile,0,night,14
233,628.5136583328185,38,tablet,0,morning,8
234,342.5071985783367,24,desktop,0,evening,16
235,826.8562581084332,5,tablet,0,evening,16
236,369.4286200731396,34,desktop,0,evening,9
237,43.88582971232383,6,tablet,0,evening,12
238,832.3479614995972,22,mobile,0,night,4
239,351.7402234324628,11,desktop,0,night,18
240,776.0961779693268,48,tablet,1,afternoon,18
241,369.130315719286,16,mobile,0,night,6
242,862.4573397749743,33,mobile,0,afternoon,11
243,227.3154198301491,9,tablet,0,afternoon,7
244,974.8017925468812,6,desktop,0,evening,12
245,781.9611870401504,16,desktop,0,night,6
246,123.09554666119287,29,mobile,0,night,2
247,570.1188537668949,3,desktop,0,afternoon,4
248,985.5136391193173,20,desktop,0,afternoon,15
249,476.35479816687626,36,desktop,0,morning,13
250,190.2860674333674,19,mobile,0,morning,16
251,489.9305834788427,26,tablet,0,afternoon,4
252,517.3330793231023,3,desktop,0,morning,4
253,744.2700747863789,19,mobile,0,morning,16
254,701.8573946292954,20,mobile,0,afternoon,15
255,408.52454316101074,32,tablet,0,afternoon,15
256,225.84287641914563,7,desktop,0,night,8
257,648.6036260916361,41,desktop,0,afternoon,19
258,427.486895207749,33,tablet,1,afternoon,11
259,140.95344901407708,40,tablet,0,evening,12
260,901.5665782240218,39,mobile,1,night,7
261,694.3096390335578,18,mobile,0,night,5
262,686.3520178810265,40,tablet,0,night,12
263,824.3580371525571,1,desktop,0,evening,3
264,534.3650618685302,11,mobile,0,afternoon,18
265,816.9038841184325,28,mobile,0,night,13
266,503.10984597589567,25,desktop,1,night,16
267,76.50364591655298,23,mobile,1,morning,8
268,411.19560714741186,31,desktop,0,night,8
269,502.4902450400917,30,desktop,0,afternoon,3
270,723.0005558159728,42,desktop,1,afternoon,7
271,115.51294282738762,35,tablet,0,morning,7
272,148.61835327384452,7,tablet,0,night,8
273,271.0469646082703,16,tablet,0,night,6
274,273.8334094371734,26,desktop,0,night,4
275,734.8627326744718,48,desktop,1,evening,18
276,258.2233539559818,49,tablet,0,night,18
277,636.767082723873,2,mobile,0,afternoon,19
278,499.3311116368887,1,desktop,0,afternoon,3
279,577.5614343976066,48,mobile,0,evening,18
280,839.7258935465128,12,mobile,0,evening,1
281,410.33768653353405,5,desktop,0,night,16
282,773.2022632936278,37,desktop,0,morning,2
283,427.8156989551805,32,mobile,0,evening,15
284,360.33266279563696,9,mobile,0,evening,7
285,959.0409055400884,41,tablet,1,night,19
286,192.52721147217358,35,tablet,0,night,7
287,99.43359097183179,19,desktop,0,evening,16
288,773.2760662801237,48,tablet,0,morning,18
289,77.56720830055066,16,tablet,1,evening,6
290,838.7082007959991,3,tablet,0,night,4
291,442.8214623936711,20,tablet,0,night,15
292,916.3585405189949,24,mobile,0,evening,16
293,724.3175325106865,33,desktop,0,morning,11
294,614.3006203378781,24,tablet,0,evening,16
295,949.813729087188,11,mobile,0,evening,18
296,402.68287932153373,49,mobile,0,night,18
297,954.5460671742368,8,mobile,0,morning,17
298,143.65126464699486,36,tablet,0,afternoon,13
299,488.9173925130886,38,tablet,0,morning,8
300,277.21211016827294,40,desktop,0,evening,12
301,544.4443511191115,20,tablet,0,evening,15
302,170.39373911266875,35,tablet,0,evening,7
303,843.114363706943,48,mobile,0,morning,18
304,847.9437708214117,25,desktop,0,night,16
305,955.6839495962441,35,tablet,0,evening,7
306,163.12541947440386,25,tablet,0,evening,16
307,627.0992253959408,29,mobile,0,morning,2
308,479.4949356133659,18,mobile,0,afternoon,5
309,350.93989472379087,46,tablet,0,afternoon,10
310,358.02475952287665,18,desktop,0,night,5
311,418.66561510068476,2,desktop,0,night,19
312,707.8762941920635,35,mobile,1,evening,7
313,602.303197685473,16,mobile,0,morning,6
314,465.0846976335198,41,tablet,0,evening,19
315,85.17407626592586,36,mobile,1,night,13
316,86.9876906381675,33,tablet,0,morning,11
317,12.315996719520477,4,desktop,0,morning,3
318,968.0223943250156,33,desktop,0,night,11
319,15.201280372801065,14,tablet,0,afternoon,4
320,112.06280855360743,21,mobile,0,afternoon,15
321,321.4505912413168,48,desktop,0,morning,18
322,809.3559492985936,20,mobile,0,evening,15
323,962.4777979064764,8,desktop,0,afternoon,17
324,792.1134232039375,7,tablet,0,evening,8
325,693.6546301211841,3,tablet,0,afternoon,4
326,526.0876607394337,17,tablet,0,afternoon,14
327,95.83815974356177,33,desktop,0,evening,11
328,958.589085073891,48,mobile,0,night,18
329,760.8084898062247,12,mobile,1,afternoon,1
330,642.5598914809192,22,mobile,0,afternoon,4
331,761.4454870834613,22,desktop,0,evening,4
332,726.8622959804072,46,desktop,1,night,10
333,640.859263991592,30,desktop,0,afternoon,3
334,980.7710321781883,38,desktop,0,afternoon,8
335,904.3301745096647,38,desktop,0,night,8
336,650.1982699259918,45,mobile,1,afternoon,3
337,696.2434593423554,8,desktop,0,night,17
338,61.0798485921229,27,desktop,0,night,13
339,673.2182899045388,27,mobile,0,evening,13
340,53.723783332999176,34,desktop,0,morning,9
341,592.3811194002318,21,mobile,0,night,15
342,999.3599645701765,30,mobile,0,evening,3
343,560.2485156228079,33,tablet,0,morning,11
344,478.47801690052006,28,tablet,0,afternoon,13
345,319.7263079405317,47,tablet,0,morning,6
346,129.3173529985998,33,tablet,0,night,11
347,733.7134347436988,5,desktop,0,night,16
348,200.67303750777413,48,tablet,0,night,18
349,124.12920103481153,19,mobile,0,night,16
350,427.5450331332074,4,desktop,0,night,3
351,797.3884195795065,35,tablet,0,evening,7
352,747.6139026390182,49,mobile,0,night,18
353,64.33378850001017,17,desktop,0,evening,14
354,460.5922481857945,44,desktop,0,afternoon,16
355,527.2102303104573,28,tablet,0,night,13
356,648.101184119564,30,desktop,0,night,3
357,653.6656769387959,29,mobile,0,morning,2
358,371.0502769627328,46,desktop,0,afternoon,10
359,565.0704220634789,6,mobile,0,night,12
360,486.25126500564556,35,desktop,0,night,7
361,886.1483729580483,41,tablet,0,afternoon,19
362,534.9624813085511,37,mobile,0,evening,2
363,446.62184013068,24,desktop,0,night,16
364,410.44059518503224,29,desktop,0,morning,2
365,576.7034818391311,49,desktop,0,night,18
366,805.9372096068887,46,mobile,0,morning,10
367,543.0174754769797,31,mobile,0,morning,8
368,665.0386233297361,35,mobile,0,night,7
369,740.4772092374598,33,tablet,0,night,11
370,524.9664287799445,21,tablet,0,morning,15
371,432.5488860883157,32,mobile,0,afternoon,15
372,877.898724083825,23,desktop,0,afternoon,8
373,423.3310231876132,33,tablet,1,night,11
374,467.32342206983174,3,mobile,0,evening,4
375,990.4379002083593,18,desktop,0,afternoon,5
376,10.235148340125734,25,tablet,0,night,16
377,193.61818048095523,42,desktop,0,afternoon,7
378,390.1242510205285,31,desktop,0,evening,8
379,933.2640103310003,3,desktop,1,night,4
380,79.32940868999631,40,desktop,0,evening,12
381,19.390579292213094,46,tablet,0,night,10
382,62.156997617456305,24,tablet,0,evening,16
383,97.65797650748196,32,tablet,0,afternoon,15
384,47.22080547419826,47,mobile,0,afternoon,6
385,484.98351358793974,22,tablet,0,evening,4
386,584.9496351550545,23,desktop,0,evening,8
387,278.970101358314,2,tablet,0,evening,19
388,404.3045101358792,27,desktop,0,night,13
389,100.78234176031583,42,mobile,0,afternoon,7
390,343.0067591901378,2,desktop,0,night,19
391,527.2939997181778,26,desktop,0,afternoon,4
392,734.9490891127987,17,desktop,0,morning,14
393,13.31289842254943,40,mobile,1,night,12
394,472.63765887227606,33,tablet,0,afternoon,11
395,304.03284769033337,9,tablet,1,afternoon,7
396,854.2936034749823,43,mobile,0,night,10
397,718.3977820818995,48,desktop,0,night,18
398,593.2174491261859,39,tablet,0,afternoon,7
399,284.49298923980587,29,mobile,1,night,2
400,911.235711036959,42,tablet,0,evening,7
401,54.64967044811995,26,mobile,0,night,4
402,118.372922692324,35,desktop,0,night,7
403,397.7138391349525,25,tablet,0,night,16
404,133.1931817238878,24,mobile,0,afternoon,16
405,956.8515405838308,13,tablet,0,evening,3
406,800.0094289219495,7,tablet,1,morning,8
407,266.39282508579555,36,tablet,0,morning,13
408,592.668686683513,45,tablet,0,evening,3
409,982.5072099292809,20,mobile,0,evening,15
410,885.3569883501879,1,desktop,0,evening,3
411,604.7904619777761,8,mobile,0,afternoon,17
412,904.6867275035178,46,mobile,0,morning,10
413,989.2930607152254,16,mobile,0,evening,6
414,745.9192946646879,14,desktop,1,afternoon,4
415,74.33654538806509,12,tablet,1,morning,1
416,407.5644340612326,23,tablet,0,night,8
417,839.447477930413,15,tablet,1,afternoon,13
418,238.2635038469688,28,desktop,0,morning,13
419,832.3360925731183,34,tablet,0,afternoon,9
420,129.13537441464598,2,desktop,0,morning,19
421,56.47590357633487,32,tablet,0,morning,15
422,390.2497053763371,23,tablet,0,night,8
423,46.36461805234749,22,mobile,0,afternoon,4
424,957.6975603534923,25,desktop,0,evening,16
425,827.9436388360263,22,mobile,0,night,4
426,802.7619902585764,22,mobile,0,night,4
427,633.4801437661915,49,mobile,0,morning,18
428,224.16078280618797,42,desktop,1,evening,7
429,523.0777630096283,6,desktop,0,afternoon,12
430,601.3013317060377,15,tablet,0,evening,13
431,529.7811858516654,43,mobile,0,evening,10
432,267.631034272012,37,tablet,0,evening,2
433,520.0954450715786,33,mobile,0,evening,11
434,496.2744774599403,8,desktop,0,evening,17
435,996.372418048657,44,desktop,0,morning,16
436,898.4617865657418,44,desktop,1,morning,16
437,468.7469407334637,5,mobile,0,night,16
438,626.7080091057675,39,desktop,0,morning,7
439,750.3928880513063,4,mobile,0,night,3
440,44.51650863148666,6,tablet,1,night,12
441,895.9722268155615,45,mobile,0,afternoon,3
442,861.5255482537445,32,tablet,0,evening,15
443,462.8577767959702,30,mobile,0,morning,3
444,397.258068419576,47,tablet,0,afternoon,6
445,280.2297811077518,35,desktop,0,morning,7
446,481.9100600470647,40,tablet,0,night,12
447,53.932896897904406,16,desktop,0,morning,6
448,853.6715980135377,13,desktop,0,evening,3
449,45.06814473435962,42,tablet,0,night,7
450,335.7608517161723,30,mobile,1,night,3
451,932.2735934358,19,mobile,1,afternoon,16
452,737.8605279782182,17,mobile,0,evening,14
453,288.57705097175153,19,mobile,0,night,16
454,260.12260302127623,28,mobile,0,evening,13
455,15.031318419845707,26,desktop,0,morning,4
456,698.7571499212527,37,mobile,0,evening,2
457,58.295745856441364,26,desktop,0,night,4
458,537.2764942067545,23,desktop,0,afternoon,8
459,962.5007528661293,9,desktop,1,night,7
460,118.37417145390936,12,tablet,0,evening,1
461,895.5351316583867,1,tablet,0,evening,3
462,991.5605817935976,1,desktop,0,night,3
463,70.9018559768427,47,tablet,0,evening,6
464,884.0772064460866,34,mobile,0,morning,9
465,520.9182302391805,32,mobile,0,night,15
466,907.4485822501342,48,desktop,0,afternoon,18
467,575.6057525003783,25,mobile,0,night,16
468,665.490890005499,40,desktop,0,morning,12
469,548.3411189174252,45,desktop,0,morning,3
470,865.847951504275,1,mobile,0,morning,3
471,736.5708197641648,16,tablet,0,morning,6
472,526.0477090586107,39,mobile,0,morning,7
473,869.4791960110315,5,mobile,0,afternoon,16
474,252.83267693278123,22,desktop,0,evening,4
475,165.7672531055007,29,desktop,0,morning,2
476,168.7961042767714,3,desktop,0,morning,4
477,340.6687899577855,12,desktop,0,night,1
478,246.30313098800733,26,tablet,1,afternoon,4
479,930.7894470046413,16,tablet,0,afternoon,6
480,114.77575289029815,37,tablet,1,evening,2
481,702.0008306591918,22,desktop,1,afternoon,4
482,197.32932438715582,29,desktop,0,night,2
483,882.8207614426467,14,desktop,0,night,4
484,961.7021353030583,28,tablet,0,evening,13
485,470.8153086822837,5,desktop,0,night,16
486,880.2807654258503,47,mobile,0,morning,6
487,15.09371904716762,49,mobile,0,morning,18
488,821.7474482340191,30,desktop,0,night,3
489,236.33890990967427,46,mobile,0,evening,10
490,909.6142961766742,5,mobile,0,afternoon,16
491,11.108910365308391,12,tablet,0,evening,1
492,560.6199176893595,16,desktop,1,afternoon,6
493,759.0694457470853,26,desktop,0,night,4
494,266.1014473909289,26,tablet,0,night,4
495,201.20153594142013,48,mobile,0,morning,18
496,93.2572422233048,21,mobile,0,afternoon,15
497,333.16924073826004,39,desktop,1,evening,7
498,564.2458691857412,36,mobile,0,night,13
499,124.68541821245508,33,tablet,1,evening,11
500,382.9284083669308,30,tablet,0,morning,3
501,18.981680606197713,37,desktop,0,afternoon,2
502,820.4926262948434,23,tablet,0,afternoon,8
503,137.16423091225943,10,tablet,0,night,11
504,290.5095187829258,5,desktop,1,afternoon,16
505,28.243441550835293,36,tablet,0,night,13
506,437.91837605358717,34,tablet,0,morning,9
507,841.7202877138066,31,tablet,0,afternoon,8
508,398.2296993307446,10,mobile,0,night,11
509,187.70235018959505,19,desktop,0,evening,16
510,756.161845710014,32,desktop,0,night,15
511,790.9189120520368,1,desktop,0,afternoon,3
512,182.01594055449112,5,mobile,0,morning,16
513,773.1455674555799,45,mobile,0,afternoon,3
514,947.8249093737746,4,desktop,0,afternoon,3
515,174.71381106294962,16,mobile,0,night,6
516,773.2744496068142,24,desktop,1,evening,16
517,711.4862845566031,16,mobile,0,afternoon,6
518,478.8381495507376,2,tablet,0,evening,19
519,67.34125595321031,49,tablet,0,night,18
520,83.94747358027547,28,desktop,0,evening,13
521,853.8905126066612,32,mobile,0,night,15
522,990.2468890231406,27,mobile,0,morning,13
523,679.2917346148869,20,tablet,0,evening,15
524,451.49872394021827,24,tablet,0,evening,16
525,651.0979069678885,12,mobile,0,morning,1
526,598.4519006362599,35,mobile,0,evening,7
527,389.7761378015656,33,mobile,0,morning,11
528,74.96988312827281,33,mobile,0,afternoon,11
529,823.2978179333666,43,mobile,0,night,10
530,378.11519394633734,37,mobile,0,morning,2
531,820.5977869235228,12,desktop,0,evening,1
532,259.9836621914984,3,mobile,0,morning,4
533,11.019185047177062,1,tablet,0,evening,3
534,167.34890044398895,33,desktop,0,afternoon,11
535,473.85402260089853,40,mobile,0,morning,12
536,944.8605986082516,10,tablet,0,afternoon,11
537,111.1716834967818,43,desktop,0,night,10
538,855.6676767169504,44,tablet,0,evening,16
539,531.7538552497434,29,mobile,0,evening,2
540,827.6615581418977,13,mobile,0,afternoon,3
541,305.3906866800927,12,mobile,0,night,1
542,841.5476930257472,31,mobile,0,morning,8
543,775.0945522166364,46,desktop,0,morning,10
544,237.7531462011196,2,desktop,1,evening,19
545,140.02177514528427,35,tablet,0,afternoon,7
546,869.3737793069699,23,mobile,0,afternoon,8
547,963.6042869057305,17,tablet,0,morning,14
548,40.98929061004108,26,desktop,0,night,4
549,733.9573663039487,8,mobile,0,night,17
550,910.4292658383403,29,mobile,0,morning,2
551,858.7864911715736,26,desktop,0,morning,4
552,964.8752675475065,10,desktop,0,afternoon,11
553,762.4931376537162,26,desktop,0,night,4
554,447.87577475710117,34,desktop,0,morning,9
555,318.8324705901791,41,desktop,0,morning,19
556,327.53531303374615,7,mobile,0,evening,8
557,727.1784458879758,4,desktop,0,morning,3
558,748.3786419106547,45,mobile,0,morning,3
559,208.3555521132255,11,mobile,0,night,18
560,869.4415853556256,29,desktop,0,afternoon,2
561,717.7747998002252,36,desktop,0,night,13
562,567.1227834799488,25,mobile,0,afternoon,16
563,476.8171355014876,21,desktop,0,evening,15
564,547.8004777320585,36,desktop,0,morning,13
565,167.6532808964718,10,desktop,0,evening,11
566,211.66423678351146,37,tablet,0,afternoon,2
567,100.25284550212976,9,mobile,0,night,7
568,162.12145777950155,24,tablet,0,night,16
569,459.15669825922987,35,desktop,0,evening,7
570,535.0508497909735,49,tablet,0,afternoon,18
571,27.683273553536182,35,desktop,1,evening,7
572,798.8298495853873,48,tablet,0,evening,18
573,301.2262936100431,36,desktop,0,morning,13
574,912.717674610312,18,tablet,0,evening,5
575,967.8361509776399,49,tablet,0,morning,18
576,193.6042859298878,39,tablet,0,morning,7
577,467.47631785800405,32,mobile,0,night,15
578,11.21951681476163,24,tablet,0,morning,16
579,602.3439924712027,23,mobile,0,morning,8
580,611.2333837800445,32,desktop,0,night,15
581,255.0645560473414,37,tablet,0,evening,2
582,562.828545857366,12,desktop,0,afternoon,1
583,233.28474101929808,49,desktop,0,afternoon,18
584,169.21721438740818,13,tablet,0,afternoon,3
585,655.004272134242,23,mobile,0,evening,8
586,332.66620931255414,25,tablet,0,morning,16
587,594.3612994967663,35,desktop,1,afternoon,7
588,438.91428148193904,41,desktop,0,evening,19
589,984.507893328875,30,tablet,0,morning,3
590,158.0848362408901,17,mobile,0,night,14
591,469.95261066945204,49,mobile,0,afternoon,18
592,683.6520600957319,20,desktop,0,morning,15
593,401.589633041169,48,desktop,0,afternoon,18
594,974.952853351983,25,mobile,1,afternoon,16
595,724.6687516476657,22,tablet,0,afternoon,4
596,660.4140189888482,13,desktop,0,morning,3
597,759.4886749351111,19,mobile,0,evening,16
598,953.1221516583298,49,desktop,0,morning,18
599,908.7404664547937,36,tablet,0,afternoon,13
600,727.0424550451478,12,mobile,0,morning,1
601,751.6700227102702,41,desktop,0,night,19
